selling_price,km_driven,fuel,seller_type,transmission,owner,seats,torque_rpm,Mileage,Engine,Max_Power
250000,60000,Diesel,Individual,Manual,Second Owner,5.0,4500,21.1,1248.0,73.9
450000,110000,Diesel,Individual,Manual,First Owner,9.0,1500,15.96,2523.0,63.0
745000,67000,Diesel,Individual,Manual,First Owner,7.0,2800,15.4,1997.0,120.0
144000,50000,Diesel,Individual,Manual,Second Owner,5.0,2000,20.0,1399.0,68.0
120000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,18.2,1061.0,64.0
300000,120000,Diesel,Individual,Manual,Second Owner,7.0,2700,11.57,2179.0,138.1
52000,100000,Petrol,Individual,Manual,First Owner,4.0,2500,16.1,796.0,37.0
300000,98000,Diesel,Individual,Manual,First Owner,8.0,2800,10.5,2179.0,120.0
270000,150000,Diesel,Individual,Manual,Second Owner,7.0,1500,13.6,2523.0,63.0
260000,38000,Diesel,Individual,Manual,First Owner,5.0,1750,22.1,1248.0,74.0
475000,120000,Diesel,Individual,Manual,First Owner,5.0,2400,23.59,1364.0,67.05
302000,103000,Diesel,Individual,Manual,Third Owner,5.0,2000,20.0,1399.0,68.0
45000,60000,Petrol,Individual,Manual,First Owner,4.0,2500,16.1,796.0,37.0
775000,80000,Diesel,Individual,Manual,First Owner,5.0,1750,24.3,1248.0,88.5
700000,50000,Diesel,Individual,Manual,First Owner,7.0,1750,20.77,1248.0,88.76
530000,90000,Diesel,Individual,Manual,First Owner,5.0,2000,25.2,1248.0,74.0
869999,70000,Diesel,Individual,Manual,First Owner,5.0,2750,21.5,1497.0,108.5
155000,110000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,2800,14.9,1991.0,112.2
550000,30000,Petrol,Individual,Automatic,First Owner,5.0,3500,23.84,1199.0,83.83
600000,80000,Diesel,Individual,Manual,Second Owner,5.0,2000,26.59,1248.0,74.0
430000,110000,Diesel,Individual,Manual,Second Owner,5.0,2000,19.3,1248.0,73.9
246000,120000,Diesel,Individual,Manual,First Owner,5.0,3000,18.8,1248.0,90.0
120000,120000,Petrol,Individual,Manual,Third Owner,5.0,4500,17.3,993.0,60.0
565000,70000,Petrol,Individual,Manual,Second Owner,5.0,4000,18.6,1197.0,81.83
850000,60000,Diesel,Individual,Manual,First Owner,5.0,2750,22.54,1396.0,88.76
160000,90000,Petrol,Individual,Manual,First Owner,5.0,3000,19.7,796.0,46.3
325000,142500,Diesel,Individual,Manual,First Owner,5.0,1750,19.5,1248.0,75.0
450000,90000,Diesel,Individual,Manual,Third Owner,8.0,2800,12.05,2179.0,120.0
310000,50000,Petrol,Individual,Manual,First Owner,5.0,9904,19.81,1086.0,68.05
250000,90000,Diesel,Individual,Manual,Third Owner,5.0,1750,25.8,1498.0,98.6
420000,115000,Diesel,Individual,Manual,Second Owner,5.0,2000,26.59,1248.0,74.0
330000,150000,Petrol,Individual,Automatic,Second Owner,5.0,4200,15.0,1396.0,98.6
405000,68000,Petrol,Individual,Manual,Second Owner,5.0,4200,20.4,1197.0,81.8
400000,90000,Diesel,Individual,Manual,Second Owner,7.0,2200,15.96,2523.0,62.1
409999,110000,Petrol,Individual,Automatic,Third Owner,5.0,4800,15.6,1497.0,116.3
500000,70000,Diesel,Individual,Manual,Second Owner,7.0,2200,15.96,2523.0,62.1
590000,80000,Diesel,Individual,Manual,Third Owner,7.0,2800,15.1,2179.0,140.0
135000,100000,Petrol,Individual,Manual,Second Owner,5.0,9904,19.81,1086.0,68.05
70000,70000,Petrol,Individual,Manual,Second Owner,5.0,3500,18.9,998.0,67.1
45000,77000,Petrol,Individual,Manual,Third Owner,4.0,2500,16.1,796.0,37.0
650000,35500,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.02
400000,17500,Petrol,Individual,Manual,First Owner,5.0,3500,20.51,998.0,67.04
350000,27000,Petrol,Individual,Manual,First Owner,5.0,3500,23.95,998.0,67.05
550000,60000,Diesel,Individual,Manual,First Owner,5.0,19024,24.0,1186.0,73.97
350000,25000,Petrol,Individual,Manual,First Owner,5.0,3500,20.51,998.0,67.04
459999,80000,Diesel,Individual,Manual,First Owner,5.0,2000,26.59,1248.0,74.0
185000,60000,Petrol,Individual,Manual,Second Owner,5.0,3000,19.7,796.0,46.3
550000,38000,Diesel,Individual,Manual,First Owner,5.0,2000,22.07,1199.0,73.9
300000,100000,LPG,Individual,Manual,Second Owner,5.0,3500,26.2,998.0,58.2
900000,110000,Diesel,Individual,Manual,First Owner,8.0,3400,12.8,2494.0,102.0
900000,92000,Diesel,Individual,Manual,First Owner,7.0,1750,21.9,1498.0,98.6
550000,180000,Diesel,Individual,Manual,Third Owner,9.0,2200,15.96,2523.0,62.1
625000,10000,Petrol,Individual,Manual,First Owner,5.0,4000,21.4,1197.0,83.1
310000,35000,Petrol,Individual,Manual,Second Owner,5.0,3500,24.7,796.0,47.3
500000,35000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.0
610000,23000,Diesel,Individual,Manual,First Owner,5.0,2750,24.0,1120.0,70.0
150000,150000,Diesel,Individual,Manual,Third Owner,5.0,2500,19.09,1396.0,69.0
480000,70000,Diesel,Individual,Manual,First Owner,5.0,2500,24.4,1120.0,71.0
650000,40000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83
290000,100000,Diesel,Individual,Manual,Second Owner,5.0,2750,21.9,1396.0,90.0
300000,50000,Petrol,Individual,Manual,Second Owner,5.0,3500,24.7,796.0,47.3
270000,120000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,2000,19.3,1248.0,73.9
400000,60000,Diesel,Individual,Manual,Second Owner,5.0,2500,24.4,1120.0,71.0
280000,28000,Petrol,Individual,Manual,Second Owner,5.0,3500,22.74,796.0,47.3
250000,60000,Petrol,Individual,Manual,Third Owner,5.0,4000,17.5,1298.0,85.8
495000,80000,Diesel,Individual,Manual,Second Owner,5.0,2000,19.3,1248.0,73.9
3250000,12000,Diesel,Individual,Automatic,First Owner,7.0,2500,10.91,3198.0,197.0
700000,4500,Petrol,Individual,Manual,First Owner,5.0,4800,19.5,1199.0,88.76
310000,70000,Diesel,Individual,Manual,First Owner,5.0,3000,25.0,1396.0,69.0
650000,120000,Diesel,Individual,Manual,First Owner,5.0,1750,19.87,1461.0,83.8
600000,80000,Petrol,Individual,Automatic,First Owner,5.0,4800,19.0,1199.0,88.7
150000,150000,Diesel,Individual,Manual,Fourth & Above Owner,7.0,2700,11.57,2179.0,138.1
135000,120000,Petrol,Individual,Manual,First Owner,5.0,3000,15.7,1390.0,75.0
650000,50000,Diesel,Individual,Manual,First Owner,5.0,2000,23.4,1248.0,74.0
550000,83000,Petrol,Individual,Manual,First Owner,5.0,4800,16.8,1497.0,116.3
650000,20000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.02
2900000,49000,Diesel,Individual,Automatic,First Owner,7.0,2400,12.9,2755.0,174.5
450000,6750,Petrol,Individual,Manual,First Owner,5.0,4500,18.5,1198.0,86.8
650000,26000,Petrol,Individual,Manual,First Owner,5.0,4000,20.73,1373.0,91.1
430000,52000,Petrol,Individual,Manual,First Owner,5.0,11375,17.0,1197.0,81.86
1143000,51000,Diesel,Individual,Automatic,First Owner,5.0,2750,17.01,1582.0,126.2
700000,20000,Petrol,Individual,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8
229999,18500,Petrol,Individual,Manual,First Owner,5.0,4000,18.5,1197.0,85.8
509999,142000,Diesel,Individual,Manual,First Owner,7.0,2800,18.49,1493.0,100.0
670000,50478,Petrol,Individual,Manual,First Owner,5.0,4400,15.85,1499.0,110.4
525000,9200,Petrol,Individual,Automatic,First Owner,5.0,3500,23.84,1199.0,83.83
515000,40000,Diesel,Individual,Manual,First Owner,5.0,1750,19.87,1461.0,83.8
630000,5000,Petrol,Individual,Manual,First Owner,5.0,4200,21.01,1197.0,81.8
270000,2300,Petrol,Individual,Manual,First Owner,5.0,4386,22.7,799.0,53.64
300000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,22.74,796.0,47.3
250000,119000,Diesel,Individual,Manual,First Owner,8.0,2600,14.0,2489.0,95.0
90000,100000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,3000,19.7,796.0,46.3
750000,100000,Diesel,Individual,Manual,First Owner,7.0,1750,24.52,1248.0,88.5
135000,50000,Petrol,Individual,Manual,Second Owner,5.0,3500,18.9,1061.0,67.0
275000,80000,Petrol,Individual,Manual,Second Owner,5.0,3000,15.1,1196.0,73.0
740000,15000,Petrol,Individual,Manual,First Owner,5.0,4000,17.0,1198.0,108.5
690000,1303,Petrol,Dealer,Manual,First Owner,5.0,4500,17.8,1198.0,86.7
3975000,31800,Diesel,Dealer,Automatic,First Owner,5.0,3000,17.01,1968.0,188.0
5150000,20000,Petrol,Dealer,Automatic,First Owner,5.0,5200,22.37,2487.0,214.56
3200000,45000,Diesel,Dealer,Automatic,First Owner,5.0,2500,19.33,1999.0,177.0
4100000,17000,Petrol,Individual,Automatic,First Owner,5.0,4300,9.5,3604.0,280.0
1000000,4295,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4200,17.1,1496.0,105.5
1000000,5229,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4200,17.1,1496.0,105.5
550000,4701,Petrol,Trustmark Dealer,Manual,First Owner,5.0,11375,20.7,1197.0,81.86
600000,6757,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4200,21.01,1197.0,81.8
675000,28182,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,3800,14.3,1598.0,103.52
950000,11533,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4000,14.23,1498.0,104.55
850000,11688,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4600,17.8,1497.0,117.3
2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4500,19.16,2494.0,157.7
550000,57728,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4000,14.53,1794.0,138.1
925000,23712,Diesel,Trustmark Dealer,Manual,First Owner,5.0,1750,28.09,1248.0,88.5
625000,70670,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4400,16.5,1499.0,110.0
200000,43381,Petrol,Dealer,Manual,Second Owner,5.0,3500,22.74,796.0,47.3
635000,79011,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4600,18.0,1497.0,117.3
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4800,18.2,1199.0,88.7
425000,50000,Diesel,Individual,Manual,Second Owner,5.0,1750,21.79,1248.0,88.73
220000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,18.9,998.0,67.1
590000,10000,Petrol,Individual,Manual,First Owner,5.0,11375,18.9,1197.0,81.86
775000,35000,Diesel,Individual,Manual,First Owner,6.0,2000,16.55,2498.0,105.0
350000,58500,Petrol,Individual,Manual,First Owner,5.0,4000,18.5,1197.0,85.8
575000,20000,Petrol,Individual,Manual,First Owner,5.0,4000,21.4,1197.0,83.1
200000,43500,Petrol,Individual,Manual,Second Owner,5.0,4000,18.06,1198.0,75.0
1575000,30000,Diesel,Individual,Manual,First Owner,7.0,2500,17.6,2179.0,153.86
600000,63000,Diesel,Individual,Manual,First Owner,5.0,3250,22.77,1498.0,98.59
720000,35000,Diesel,Individual,Manual,First Owner,7.0,2200,15.96,2523.0,62.1
158000,110000,Diesel,Individual,Manual,Second Owner,5.0,2500,19.09,1396.0,69.0
1575000,25000,Diesel,Individual,Manual,First Owner,7.0,2500,17.6,2179.0,153.86
580000,30000,Petrol,Individual,Automatic,First Owner,5.0,11375,17.36,1197.0,81.86
420000,50000,Diesel,Individual,Manual,First Owner,7.0,2200,15.96,2523.0,62.1
1200000,35000,Diesel,Individual,Manual,First Owner,8.0,2500,17.3,1497.0,121.0
350000,30000,Petrol,Individual,Manual,First Owner,5.0,4250,23.01,999.0,67.0
650000,56000,Petrol,Individual,Manual,First Owner,5.0,4600,17.4,1497.0,117.3
400000,12700,Petrol,Individual,Manual,First Owner,5.0,3500,20.51,998.0,67.04
700000,35000,Diesel,Individual,Manual,First Owner,5.0,2750,21.5,1497.0,108.5
520000,30000,Petrol,Individual,Manual,First Owner,5.0,4000,19.1,1197.0,82.0
450000,120000,Diesel,Individual,Manual,First Owner,9.0,2800,12.05,2179.0,120.0
850000,100000,Diesel,Individual,Manual,First Owner,7.0,3000,14.1,2179.0,147.94
350000,34000,Petrol,Individual,Manual,First Owner,5.0,4386,25.17,799.0,53.3
450000,56000,Diesel,Individual,Manual,First Owner,8.0,2600,13.0,2489.0,95.0
165000,90000,Petrol,Individual,Manual,First Owner,5.0,9904,19.81,1086.0,68.05
160000,65000,Petrol,Individual,Manual,Second Owner,5.0,3000,17.92,1086.0,62.1
300000,80000,Diesel,Individual,Manual,First Owner,7.0,2700,13.93,2179.0,138.0
550000,90000,Diesel,Individual,Manual,Third Owner,8.0,2800,12.05,2179.0,120.0
285000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,23.95,998.0,67.05
850000,58000,Diesel,Individual,Manual,First Owner,5.0,2750,19.67,1582.0,126.2
700000,19100,Petrol,Individual,Manual,First Owner,5.0,4250,19.0,1194.0,94.68
900000,25000,Petrol,Individual,Manual,First Owner,7.0,4400,19.34,1462.0,103.0
180000,49455,Petrol,Individual,Manual,First Owner,5.0,3000,19.7,796.0,46.3
220000,100000,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2
120000,120000,Diesel,Individual,Manual,First Owner,5.0,3000,22.3,1248.0,74.0
220000,90000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,4000,17.0,1197.0,80.0
420000,46815,Diesel,Individual,Manual,Second Owner,5.0,1750,22.1,1248.0,76.9
160000,110000,Diesel,Individual,Manual,First Owner,5.0,2500,19.4,1405.0,70.0
250000,80000,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2
385000,100000,Diesel,Individual,Manual,Third Owner,7.0,1750,20.77,1248.0,88.8
318000,80000,Petrol,Individual,Manual,First Owner,5.0,3500,20.51,998.0,67.06
480000,40000,Petrol,Individual,Manual,First Owner,5.0,11375,20.14,1197.0,81.86
330000,70000,Petrol,Individual,Manual,Third Owner,5.0,3500,23.1,998.0,67.04
152000,80000,Diesel,Individual,Manual,First Owner,5.0,2500,17.0,1405.0,71.0
250000,40000,Petrol,Individual,Manual,First Owner,5.0,3500,22.74,796.0,47.3
248000,80000,Diesel,Individual,Manual,First Owner,5.0,2500,17.0,1405.0,71.0
300000,60000,Petrol,Individual,Manual,Second Owner,5.0,4000,18.06,1198.0,75.0
550000,50000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83
650000,30000,Diesel,Individual,Manual,First Owner,5.0,2750,22.54,1396.0,88.73
445000,25000,Petrol,Individual,Manual,First Owner,5.0,4000,18.9,1197.0,82.0
450000,334000,Diesel,Individual,Manual,First Owner,7.0,3400,12.8,2494.0,102.0
600000,100000,Diesel,Individual,Manual,First Owner,7.0,2800,17.45,1493.0,100.0
495000,175000,Diesel,Individual,Manual,First Owner,5.0,2250,19.01,1461.0,108.45
220000,65000,Petrol,Individual,Automatic,Third Owner,5.0,4100,12.6,1586.0,103.3
260000,65000,Petrol,Individual,Automatic,Third Owner,5.0,4100,12.6,1586.0,103.3
150000,90000,Petrol,Individual,Manual,First Owner,5.0,3000,17.92,1086.0,62.1
200000,80000,Diesel,Individual,Manual,Second Owner,5.0,2000,20.0,1399.0,68.0
1465000,110000,Diesel,Individual,Manual,First Owner,7.0,2800,16.36,2179.0,140.0
250000,60000,Petrol,Individual,Automatic,Third Owner,5.0,2500,20.0,1339.0,108.5
310000,160000,Diesel,Individual,Manual,First Owner,7.0,2600,14.95,2489.0,93.7
600000,100875,Diesel,Individual,Automatic,First Owner,8.0,2800,11.79,2179.0,120.0
560000,20000,Petrol,Individual,Manual,First Owner,5.0,4000,21.4,1197.0,83.1
500000,30000,Petrol,Individual,Manual,First Owner,5.0,4000,20.85,1197.0,83.14
270000,118000,Diesel,Individual,Manual,First Owner,5.0,2750,24.0,1120.0,70.0
420000,69000,Diesel,Individual,Manual,Third Owner,5.0,2750,22.32,1582.0,126.32
434999,25000,Petrol,Individual,Manual,Second Owner,5.0,4000,20.85,1197.0,83.14
400000,100000,Petrol,Individual,Automatic,First Owner,5.0,11375,16.9,1197.0,81.86
470000,110000,Diesel,Individual,Manual,First Owner,5.0,2000,26.59,1248.0,74.0
480000,60000,Diesel,Individual,Manual,Third Owner,5.0,1900,20.45,1461.0,83.8
105000,128000,Petrol,Individual,Manual,First Owner,5.0,3000,0.0,1086.0,62.0
325000,120000,Diesel,Individual,Manual,First Owner,5.0,3000,27.28,1047.0,69.0
675000,5000,Petrol,Individual,Automatic,First Owner,5.0,11375,20.7,1197.0,81.86
170000,90000,Petrol,Individual,Manual,Second Owner,5.0,4000,20.36,1197.0,78.9
1250000,90000,Diesel,Individual,Manual,First Owner,5.0,2750,19.67,1582.0,126.2
600000,144030,Petrol,Individual,Manual,First Owner,5.0,4300,12.8,2354.0,177.6
819999,200000,Diesel,Individual,Manual,First Owner,5.0,1750,25.1,1498.0,98.6
650000,29000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83
105000,90000,LPG,Individual,Manual,Second Owner,5.0,4500,17.3,1061.0,57.5
200000,176000,Diesel,Individual,Manual,Second Owner,5.0,2000,17.0,1461.0,66.0
200000,150000,Diesel,Individual,Manual,First Owner,5.0,2500,19.09,1396.0,69.0
220000,90000,Petrol,Individual,Manual,First Owner,8.0,2500,16.8,796.0,34.2
500000,70000,Petrol,Individual,Manual,Second Owner,5.0,3800,15.04,1598.0,103.2
175000,99000,Diesel,Individual,Manual,Second Owner,5.0,2000,19.2,1461.0,65.0
450000,5000,Petrol,Individual,Manual,First Owner,5.0,3500,23.84,1199.0,84.0
210000,90000,Diesel,Individual,Manual,Fourth & Above Owner,5.0,2000,16.52,1991.0,123.7
270000,89000,Diesel,Individual,Manual,Second Owner,5.0,4500,21.1,1248.0,73.9
110000,88000,Diesel,Individual,Manual,Second Owner,5.0,2500,16.8,1405.0,62.0
480000,30000,Diesel,Individual,Manual,First Owner,5.0,2000,26.59,1248.0,74.0
650000,50000,Diesel,Individual,Automatic,Second Owner,5.0,2000,26.59,1248.0,74.0
480000,80000,Diesel,Individual,Manual,First Owner,5.0,2000,23.4,1248.0,74.0
700000,40000,Diesel,Individual,Manual,First Owner,5.0,2750,22.54,1396.0,88.73
650000,110000,Diesel,Individual,Manual,Third Owner,7.0,1750,20.77,1248.0,88.76
1300000,48000,Diesel,Individual,Manual,Second Owner,5.0,2750,19.67,1582.0,126.2
1350000,97000,Diesel,Individual,Automatic,First Owner,5.0,2500,16.96,1968.0,138.03
1000000,60000,Diesel,Individual,Automatic,First Owner,5.0,3000,22.15,1498.0,108.6
1700000,110000,Diesel,Individual,Automatic,Third Owner,5.0,2400,0.0,2987.0,165.0
1080000,12800,Petrol,Individual,Automatic,First Owner,5.0,4200,17.8,1496.0,105.5
170000,40000,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2
610000,49000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.0
350000,25000,Petrol,Individual,Manual,First Owner,5.0,4000,18.5,1197.0,85.8
260000,65000,Petrol,Individual,Manual,Second Owner,5.0,3500,22.74,796.0,47.3
700000,20000,Diesel,Individual,Manual,First Owner,5.0,2000,20.4,1248.0,91.7
678000,17000,Petrol,Individual,Manual,First Owner,5.0,4300,18.78,999.0,75.0
800000,15000,Diesel,Individual,Manual,First Owner,5.0,1750,23.65,1248.0,88.5
400000,120000,Diesel,Individual,Manual,Second Owner,5.0,2400,23.59,1364.0,67.04
300000,49000,Petrol,Individual,Manual,First Owner,5.0,4000,18.5,1197.0,80.0
520000,29000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83
850000,55000,Diesel,Individual,Automatic,First Owner,5.0,2250,19.61,1461.0,108.5
1460000,5000,Diesel,Individual,Manual,First Owner,7.0,2500,17.3,1497.0,121.0
830000,35000,Diesel,Individual,Manual,First Owner,5.0,2750,21.5,1497.0,108.5
430000,5000,Petrol,Individual,Manual,Second Owner,5.0,4000,20.63,1198.0,67.0
850000,60000,Diesel,Individual,Manual,First Owner,5.0,3250,22.77,1498.0,98.59
650000,70000,Petrol,Individual,Manual,First Owner,5.0,4000,20.85,1197.0,83.14
120000,120000,Diesel,Individual,Manual,Second Owner,5.0,2750,16.8,1493.0,110.0
730000,65100,Diesel,Individual,Manual,Second Owner,7.0,2800,18.49,1493.0,100.0
525000,20000,Petrol,Individual,Automatic,First Owner,5.0,4200,20.89,1197.0,81.8
600000,108000,Diesel,Individual,Manual,First Owner,5.0,2750,21.19,1396.0,88.73
500000,15000,Petrol,Individual,Manual,First Owner,5.0,4200,21.21,1197.0,81.8
150000,77000,Petrol,Individual,Manual,First Owner,5.0,3000,17.92,1086.0,62.1
409999,18500,Petrol,Individual,Manual,First Owner,5.0,3500,20.51,998.0,67.04
625000,120000,Diesel,Individual,Manual,First Owner,7.0,2800,18.49,1493.0,100.0
290000,15200,Petrol,Individual,Manual,First Owner,5.0,4386,25.17,799.0,53.3
500000,35000,Petrol,Individual,Manual,First Owner,7.0,4600,17.3,1497.0,117.3
475000,80000,Diesel,Individual,Manual,First Owner,5.0,2750,22.32,1582.0,126.32
190000,70000,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2
750000,80000,Diesel,Individual,Manual,Second Owner,7.0,2800,15.1,2179.0,140.0
525000,120000,Diesel,Individual,Manual,Second Owner,5.0,2250,19.01,1461.0,108.5
495000,82000,Diesel,Individual,Manual,Third Owner,5.0,2000,17.3,1998.0,163.7
2625000,9000,Diesel,Dealer,Automatic,First Owner,5.0,2500,13.6,1999.0,177.0
5150000,20000,Petrol,Dealer,Automatic,First Owner,5.0,5200,22.37,2487.0,214.56
3200000,45000,Diesel,Dealer,Automatic,First Owner,5.0,2500,19.33,1999.0,177.0
503000,110000,Diesel,Individual,Manual,First Owner,7.0,3000,14.1,2179.0,147.94
3800000,20000,Diesel,Individual,Automatic,First Owner,5.0,400,18.0,1969.0,190.0
2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4500,19.16,2494.0,157.7
225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3500,21.79,998.0,67.05
740000,38817,Diesel,Dealer,Manual,First Owner,5.0,2000,27.39,1248.0,74.0
550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4800,18.2,1199.0,88.7
750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,7.0,3600,12.99,2494.0,100.6
650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8
625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,5.0,3000,16.78,1496.0,88.73
600000,69779,Petrol,Dealer,Automatic,First Owner,5.0,4200,22.0,1197.0,81.8
450000,56290,Diesel,Dealer,Manual,First Owner,5.0,19024,24.0,1186.0,73.97
5400000,7500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0
5500000,8500,Diesel,Dealer,Automatic,First Owner,5.0,2500,16.78,1995.0,190.0
779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,4800,19.0,1199.0,88.76
645000,11000,Petrol,Dealer,Automatic,First Owner,5.0,3800,14.3,1598.0,103.5
2475000,2000,Diesel,Dealer,Automatic,First Owner,5.0,2750,16.8,1984.0,150.0
321000,60000,Petrol,Individual,Automatic,Second Owner,5.0,4800,16.8,1497.0,118.0
585000,50000,Petrol,Individual,Manual,First Owner,5.0,3100,17.71,1197.0,78.9
225000,70000,Diesel,Individual,Manual,First Owner,5.0,2000,20.0,1399.0,68.0
500000,70000,Diesel,Individual,Manual,First Owner,5.0,1750,25.8,1498.0,98.6
350000,90000,Diesel,Individual,Manual,Third Owner,5.0,2750,23.0,1396.0,90.0
756000,70000,Diesel,Individual,Manual,Second Owner,7.0,1750,24.52,1248.0,88.5
240000,50000,Petrol,Individual,Manual,First Owner,5.0,3500,22.74,796.0,47.3
80000,120000,Petrol,Individual,Manual,Second Owner,8.0,3000,19.7,796.0,35.0
800000,5000,Petrol,Individual,Manual,First Owner,5.0,11473,17.19,1197.0,81.86
1250000,25000,Diesel,Individual,Manual,First Owner,7.0,3000,17.6,2179.0,147.94
320000,80000,Diesel,Individual,Manual,Third Owner,7.0,2800,12.05,2179.0,120.0
509999,25000,Petrol,Individual,Manual,First Owner,5.0,4000,18.9,1197.0,82.0
650000,15000,Diesel,Individual,Manual,First Owner,5.0,3000,22.95,1248.0,74.0
210000,35000,Petrol,Individual,Manual,Second Owner,5.0,3500,20.92,998.0,67.1
110000,80000,Petrol,Individual,Manual,Second Owner,5.0,3000,19.7,796.0,46.3
665000,25000,Diesel,Individual,Manual,First Owner,5.0,2750,21.5,1497.0,108.5
555000,52000,Diesel,Individual,Manual,First Owner,5.0,3000,21.66,1498.0,108.62
560000,52000,Diesel,Individual,Manual,First Owner,5.0,3000,21.66,1498.0,108.62
375000,80000,Diesel,Individual,Manual,First Owner,6.0,2250,25.32,1198.0,77.0
2950000,50000,Diesel,Individual,Automatic,First Owner,7.0,2400,15.04,2755.0,174.5
605000,127000,Diesel,Individual,Manual,First Owner,5.0,2000,28.4,1248.0,74.02
720000,30000,Petrol,Individual,Manual,First Owner,5.0,4800,17.5,1199.0,88.7
800000,70000,Diesel,Individual,Manual,First Owner,7.0,1750,24.52,1248.0,88.5
1325000,54000,Diesel,Individual,Manual,First Owner,7.0,2800,16.0,2179.0,140.0
625000,120000,Diesel,Individual,Manual,Second Owner,6.0,2000,10.5,2835.0,116.9
350000,116500,Diesel,Individual,Manual,First Owner,5.0,2750,23.0,1396.0,90.0
600000,145000,Diesel,Individual,Manual,Second Owner,8.0,3400,12.99,2494.0,100.0
300000,120000,Petrol,Individual,Manual,First Owner,5.0,4000,18.5,1197.0,82.85
240000,120000,Diesel,Individual,Manual,First Owner,7.0,2700,13.93,2179.0,138.1
377000,80000,Diesel,Individual,Manual,First Owner,5.0,3000,25.83,1498.0,99.0
450000,140000,Petrol,Individual,Manual,First Owner,7.0,4000,16.02,1373.0,93.7
160000,100000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,3000,13.9,1599.0,103.2
525000,100000,Petrol,Individual,Manual,First Owner,5.0,11375,20.14,1197.0,81.86
550000,168000,Diesel,Individual,Manual,Second Owner,8.0,3400,12.8,2494.0,102.0
270000,120000,Diesel,Individual,Manual,Third Owner,5.0,2600,18.3,1991.0,147.9
570000,145000,Diesel,Individual,Manual,Second Owner,5.0,2400,23.59,1364.0,67.05
225000,90000,Diesel,Individual,Manual,Second Owner,5.0,2000,20.0,1399.0,68.0
590000,90000,Petrol,Individual,Manual,First Owner,5.0,11375,20.14,1197.0,81.86
1675000,80000,Diesel,Individual,Manual,First Owner,5.0,2500,17.1,1956.0,170.0
800000,33000,Petrol,Dealer,Manual,First Owner,5.0,4250,19.4,1194.0,94.93
450000,13500,Petrol,Individual,Manual,First Owner,5.0,5000,18.2,1199.0,82.4
300000,80000,Diesel,Individual,Manual,First Owner,5.0,2500,17.0,1405.0,70.0
645000,20000,Petrol,Individual,Manual,First Owner,5.0,4000,18.6,1197.0,81.83
520000,58000,Diesel,Individual,Manual,First Owner,5.0,2000,23.4,1248.0,74.0
200000,40000,Petrol,Individual,Manual,First Owner,5.0,4000,21.1,814.0,55.2
700000,30000,Petrol,Individual,Manual,First Owner,5.0,4600,17.4,1497.0,117.3
45000,50000,Petrol,Individual,Manual,Second Owner,4.0,2500,16.1,796.0,37.0
459999,73000,Diesel,Individual,Manual,First Owner,5.0,3000,25.83,1498.0,99.0
